description,year,value
CPIH WEIGHTS 12.5 : INSURANCE,2015,8.0000
CPIH WEIGHTS 12.5 : INSURANCE,2016,7.0000
CPIH WEIGHTS 12.5 : INSURANCE,2017,7.0000
CPIH WEIGHTS 12.5 : INSURANCE,2018,7.0000
CPIH WEIGHTS 12.5 : INSURANCE,2019,5.0000
CPIH WEIGHTS 12.5 : INSURANCE,2020,5.0000
CPIH WEIGHTS 12.5 : INSURANCE,2021,5.0000
CPIH WEIGHTS 12.5 : INSURANCE,2022,4.0000
CPIH WEIGHTS 12.5 : INSURANCE,2023,6.0000
CPIH WEIGHTS 12.5 : INSURANCE,2024,7.4790
CPIH WEIGHTS 12.5 : INSURANCE,2025,6.3088
CPIH WEIGHTS 12.5 : INSURANCE,2026,5.6269
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1988,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1989,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1990,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1991,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1992,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1993,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1994,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1995,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1996,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1997,2.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1998,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,1999,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2000,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2001,1.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2002,17.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2003,18.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2004,21.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2005,21.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2006,23.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2007,22.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2008,22.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2009,23.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2010,23.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2011,21.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2012,19.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2013,25.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2014,13.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2015,9.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2016,9.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2017,11.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2018,9.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2019,8.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2020,8.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2021,8.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2022,12.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2023,13.0000
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2024,12.6594
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2025,12.8725
CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,2026,11.3238
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1988,6.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1989,6.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1990,6.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1991,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1992,12.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1993,11.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1994,11.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1995,13.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1996,4.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1997,4.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1998,5.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,1999,5.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2000,5.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2001,5.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2002,16.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2003,18.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2004,20.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2005,19.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2006,10.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2007,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2008,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2009,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2010,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2011,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2012,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2013,8.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2014,8.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2015,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2016,10.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2017,10.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2018,10.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2019,9.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2020,13.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2021,17.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2022,13.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2023,11.0000
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2024,13.2216
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2025,14.3226
CPIH WEIGHTS 12.7 : OTHER SERVICES NEC,2026,14.3560
CPIH WEIGHTS 00 : Overall index,1988,1000
CPIH WEIGHTS 00 : Overall index,1989,1000
CPIH WEIGHTS 00 : Overall index,1990,1000
CPIH WEIGHTS 00 : Overall index,1991,1000
CPIH WEIGHTS 00 : Overall index,1992,1000
CPIH WEIGHTS 00 : Overall index,1993,1000
CPIH WEIGHTS 00 : Overall index,1994,1000
CPIH WEIGHTS 00 : Overall index,1995,1000
CPIH WEIGHTS 00 : Overall index,1996,1000
CPIH WEIGHTS 00 : Overall index,1997,1000
CPIH WEIGHTS 00 : Overall index,1998,1000
CPIH WEIGHTS 00 : Overall index,1999,1000
CPIH WEIGHTS 00 : Overall index,2000,1000
CPIH WEIGHTS 00 : Overall index,2001,1000
CPIH WEIGHTS 00 : Overall index,2002,1000
CPIH WEIGHTS 00 : Overall index,2003,1000
CPIH WEIGHTS 00 : Overall index,2004,1000
CPIH WEIGHTS 00 : Overall index,2005,1000
CPIH WEIGHTS 00 : Overall index,2006,1000
CPIH WEIGHTS 00 : Overall index,2007,1000
CPIH WEIGHTS 00 : Overall index,2008,1000
CPIH WEIGHTS 00 : Overall index,2009,1000
CPIH WEIGHTS 00 : Overall index,2010,1000
CPIH WEIGHTS 00 : Overall index,2011,1000
CPIH WEIGHTS 00 : Overall index,2012,1000
CPIH WEIGHTS 00 : Overall index,2013,1000
CPIH WEIGHTS 00 : Overall index,2014,1000
CPIH WEIGHTS 00 : Overall index,2015,1000
CPIH WEIGHTS 00 : Overall index,2016,1000
CPIH WEIGHTS 00 : Overall index,2017,1000
CPIH WEIGHTS 00 : Overall index,2018,1000
CPIH WEIGHTS 00 : Overall index,2019,1000
CPIH WEIGHTS 00 : Overall index,2020,1000
CPIH WEIGHTS 00 : Overall index,2021,1000
CPIH WEIGHTS 00 : Overall index,2022,1000
CPIH WEIGHTS 00 : Overall index,2023,1000
CPIH WEIGHTS 00 : Overall index,2024,1000
CPIH WEIGHTS 00 : Overall index,2025,1000
CPIH WEIGHTS 00 : Overall index,2026,1000
