description,year,value
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2007,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2008,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2009,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2010,20.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2011,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2012,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2013,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2014,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2015,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2016,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2017,20.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2018,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2019,20.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2020,21.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2021,22.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2022,17.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2023,13.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2024,12.6137
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2025,12.3012
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2026,14.9668
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1988,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1989,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1990,4.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1991,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1992,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1993,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1994,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1995,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1996,4.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1997,4.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1998,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,1999,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2000,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2001,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2002,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2003,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2004,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2005,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2006,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2007,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2008,5.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2009,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2010,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2011,6.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2012,13.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2013,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2014,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2015,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2016,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2017,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2018,10.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2019,12.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2020,12.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2021,11.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2022,13.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2023,12.0000
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2024,13.5679
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2025,12.1703
CPIH WEIGHTS 07.2.4 : OTHER SERVICES,2026,13.8901
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1988,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1989,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1990,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1991,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1992,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1993,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1994,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1995,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1996,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1997,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1998,4.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,1999,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2000,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2001,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2002,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2003,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2004,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2005,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2006,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2007,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2008,6.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2009,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2010,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2011,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2012,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2013,7.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2014,9.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2015,10.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2016,10.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2017,11.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2018,11.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2019,11.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2020,9.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2021,5.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2022,4.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2023,9.0000
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2024,6.8108
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2025,7.6684
CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,2026,7.9992
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1988,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1989,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1990,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1991,8.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1992,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1993,7.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1994,7.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1995,6.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1996,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1997,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1998,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,1999,8.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2000,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2001,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2002,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2003,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2004,12.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2005,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2006,12.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2007,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2008,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2009,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2010,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2011,11.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2012,10.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2013,10.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2014,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2015,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2016,10.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2017,10.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2018,10.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2019,9.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2020,8.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2021,8.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2022,6.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2023,6.0000
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2024,7.9794
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2025,7.6658
CPIH WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERVICES,2026,8.3422
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1988,20.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1989,16.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1990,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1991,20.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1992,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1993,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1994,17.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1995,16.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1996,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1997,17.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1998,16.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,1999,15.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2000,16.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2001,17.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2002,25.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2003,26.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2004,21.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2005,20.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2006,22.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2007,23.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2008,22.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2009,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2010,19.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2011,22.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2012,19.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2013,19.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2014,17.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2015,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2016,16.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2017,15.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2018,14.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2019,17.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2020,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2021,23.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2022,18.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2023,12.0000
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2024,11.6798
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2025,12.6687
CPIH WEIGHTS 09.1 : AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,2026,12.4357
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2015,7.9800
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2016,7.6000
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2017,6.8400
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2018,6.0800
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2019,6.0800
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2020,7.8000
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2021,4.4000
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2022,5.4600
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2023,7.0200
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2024,7.2279
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2025,7.5383
"CPIH WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",2026,8.4741
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2015,0.6300
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2016,0.6000
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2017,0.5400
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2018,0.4800
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2019,0.4800
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2020,0.6000
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2021,0.3300
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2022,0.4200
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2023,0.5400
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2024,0.5713
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2025,0.6440
CPIH WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,2026,0.6898
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1988,7.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1989,6.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1990,7.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1991,8.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1992,6.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1993,5.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1994,7.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1995,6.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1996,4.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1997,4.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1998,5.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,1999,5.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2000,12.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2001,14.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2002,14.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2003,14.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2004,13.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2005,15.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2006,18.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2007,17.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2008,18.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2009,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2010,19.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2011,17.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2012,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2013,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2014,17.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2015,17.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2016,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2017,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2018,17.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2019,18.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2020,16.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2021,21.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2022,10.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2023,8.0000
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2024,8.0483
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2025,7.8957
CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,2026,7.2532
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1988,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1989,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1990,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1991,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1992,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1993,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1994,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1995,9.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1996,9.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1997,9.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1998,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,1999,10.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2000,11.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2001,12.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2002,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2003,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2004,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2005,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2006,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2007,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2008,9.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2009,9.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2010,8.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2011,7.0000
CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,2012,7.0000
